sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,description_short,age_range,conditions_supported,specific_services,organization_type,status,last_verified
604,ChIJ3ZQPffkRdkgRn63f-iiPm1Q,Oxygen Acton,"15, Vision Industrial Park, Kendal Ave, London W3 0AF, UK",51.521616,-0.2770503,"Monday: 9:30?AM?�?1:30?PM, 3:30?�?7:00?PM; Tuesday: 9:30?AM?�?1:30?PM, 3:30?�?7:00?PM; Wednesday: 9:30?AM?�?1:30?PM, 3:30?�?7:00?PM; Thursday: 9:30?AM?�?1:30?PM, 3:30?�?7:00?PM; Friday: 9:30?AM?�?1:30?PM, 3:30?�?7:00?PM; Saturday: 9:00?AM?�?7:00?PM; Sunday: 9:00?AM?�?7:00?PM",https://oxygenactiveplay.co.uk/activity-parks/acton/?utm_source=google&utm_medium=seo&utm_campaign=gmb,+44 20 8050 1315,4.1,2750,"Indoor recreation area with over 150 connected trampolines for kids & adults, plus a cafe.",https://maps.google.com/?cid=6096623926746525087,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ3ZQPffkRdkgRn63f-iiPm1Q,9C3XGPCF+J5,"GPCF+J5 London, UK",United Kingdom,W3 0AF,London,England,Greater London,,,,,,,
605,ChIJqc8Kv9HL2EcRlRVgKWFabFc,Cascades Leisure Centre,"Cascades Leisure Centre, Thong Ln, Gravesend DA12 4LG, UK",51.42009179999999,0.4018913,Monday: 6:00?AM?�?10:00?PM; Tuesday: 6:00?AM?�?10:00?PM; Wednesday: 6:00?AM?�?10:00?PM; Thursday: 6:00?AM?�?10:00?PM; Friday: 6:00?AM?�?10:00?PM; Saturday: 8:00?AM?�?6:00?PM; Sunday: 8:00?AM?�?6:00?PM,https://gcll.co.uk/,+44 1474 556000,3.9,879,,https://maps.google.com/?cid=6299509352136971669,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJqc8Kv9HL2EcRlRVgKWFabFc,9F32CCC2+2Q,"CCC2+2Q Gravesend, UK",United Kingdom,DA12 4LG,Gravesend,England,Kent,,,,,,,
606,ChIJj456rvILdkgRcr0W8L74hn8,"YMCA Hawker, Kingston (part of YMCA St Paul's Group)","Lower Ham Rd, Kingston upon Thames KT2 5BH, UK",51.42685909999999,-0.3091662,Monday: 7:00?AM?�?9:00?PM; Tuesday: 7:00?AM?�?9:00?PM; Wednesday: 7:00?AM?�?9:00?PM; Thursday: 7:00?AM?�?9:00?PM; Friday: 7:00?AM?�?8:00?PM; Saturday: 8:00?AM?�?4:00?PM; Sunday: 8:00?AM?�?4:00?PM,https://ymcastpaulsgroup.org/ymca-hawker-kingston/,+44 20 8296 9747,3.7,133,,https://maps.google.com/?cid=9189305588651572594,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJj456rvILdkgRcr0W8L74hn8,9C3XCMGR+P8,"CMGR+P8 Kingston upon Thames, UK",United Kingdom,KT2 5BH,Kingston upon Thames,England,Greater London,,,,,,,
607,ChIJgVnoL74cdkgRrmpfwozfuRE,Laburnum Boat Club,"Laburnum St, London E2 8BH, UK",51.5354268,-0.0735314,Monday: 9:00?AM?�?7:00?PM; Tuesday: 9:00?AM?�?7:00?PM; Wednesday: 9:00?AM?�?7:00?PM; Thursday: 9:00?AM?�?7:00?PM; Friday: 9:00?AM?�?7:00?PM; Saturday: 9:00?AM?�?7:00?PM; Sunday: 9:00?AM?�?7:00?PM,http://www.laburnumboatclub.com/,+44 20 7729 2915,4.6,58,,https://maps.google.com/?cid=1277297764985694894,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJgVnoL74cdkgRrmpfwozfuRE,9C3XGWPG+5H,"GWPG+5H London, UK",United Kingdom,E2 8BH,London,England,Greater London,,,,,,,
609,ChIJfylr2msCdkgRX2g-iObhZiU,Ladywell Village Cycles,"257 Algernon Rd, London SE13 7AG, UK",51.4568131,-0.0196442,Monday: 9:00?AM?�?6:00?PM; Tuesday: 9:00?AM?�?6:00?PM; Wednesday: 9:00?AM?�?6:00?PM; Thursday: 9:00?AM?�?6:00?PM; Friday: 9:00?AM?�?6:00?PM; Saturday: 10:00?AM?�?5:00?PM; Sunday: Closed,http://ladywellcycles.com/,+44 20 8265 4791,4.9,556,,https://maps.google.com/?cid=2695089807272339551,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJfylr2msCdkgRX2g-iObhZiU,9C3XFX4J+P4,"FX4J+P4 London, UK",United Kingdom,SE13 7AG,London,England,Greater London,,,,,,,
610,ChIJfQ3K1kcGdkgRujnaeyTgPUE,Canons Leisure Centre Mitcham,"Madeira Rd, Mitcham CR4 4HD, UK",51.4005365,-0.1629171,Monday: 6:00?AM?�?10:00?PM; Tuesday: 6:00?AM?�?10:00?PM; Wednesday: 6:00?AM?�?10:00?PM; Thursday: 6:00?AM?�?10:00?PM; Friday: 6:00?AM?�?8:00?PM; Saturday: 8:00?AM?�?5:00?PM; Sunday: 8:00?AM?�?5:00?PM,https://www.better.org.uk/leisure-centre/london/merton/canons-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+44 20 8640 8543,3.9,742,"Local exercise and sports hub with 25m and teaching pools, a gym, a dance studio and toddlers' area.",https://maps.google.com/?cid=4701160033346009530,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJfQ3K1kcGdkgRujnaeyTgPUE,9C3XCR2P+6R,"CR2P+6R Mitcham, UK",United Kingdom,CR4 4HD,Mitcham,England,Greater London,,,,,,,
611,ChIJZzucB9mn2EcRSrKOie1kIys,Newham Leisure Centre,"Newham Leisure Centre, 281 Prince Regent Ln, London E13 8SD, UK",51.5186752,0.0355596,Monday: 6:00?AM?�?10:00?PM; Tuesday: 6:00?AM?�?10:00?PM; Wednesday: 6:00?AM?�?10:00?PM; Thursday: 6:00?AM?�?10:00?PM; Friday: 6:00?AM?�?10:00?PM; Saturday: 8:00?AM?�?8:00?PM; Sunday: 8:00?AM?�?8:00?PM,https://www.better.org.uk/leisure-centre/london/newham/newham-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+44 20 3770 4477,3.8,1232,"Council-run centre with gym, sports hall, indoor/outdoor track, pool, crossfit & cycle studio.",https://maps.google.com/?cid=3108439139193631306,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJZzucB9mn2EcRSrKOie1kIys,9F32G29P+F6,"G29P+F6 London, UK",United Kingdom,E13 8SD,London,England,Greater London,,,,,,,
612,ChIJlXH5_dASdkgRuPc-fr5wiJA,Northolt Leisure Centre,"Eastcote Ln N, Northolt UB5 4AB, UK",51.54902149999999,-0.3684499,Monday: 6:00?AM?�?10:00?PM; Tuesday: 6:00?AM?�?10:00?PM; Wednesday: 6:00?AM?�?10:00?PM; Thursday: 6:00?AM?�?10:00?PM; Friday: 6:00?AM?�?10:00?PM; Saturday: 8:00?AM?�?8:00?PM; Sunday: 8:00?AM?�?8:00?PM,https://www.everyoneactive.com/centre/northolt-leisure-centre/,+44 20 8423 7436,3.6,696,"Modern gym hosting a swimming pool & fitness studio, plus cycling sessions & dance classes.",https://maps.google.com/?cid=10414698101758425016,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJlXH5_dASdkgRuPc-fr5wiJA,9C3XGJXJ+JJ,"GJXJ+JJ Northolt, UK",United Kingdom,UB5 4AB,Northolt,England,Greater London,,,,,,,
613,ChIJRa5m9UZrdkgRGC9hY22P8_k,Sea Monkeys Swim School,"Sandy Lane Merchant, Taylor�s school, Northwood HA6 2HT, UK",51.6359159,-0.4246193,,http://www.seamonkeysswimschool.co.uk/,,5,10,,https://maps.google.com/?cid=18010897034766266136,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJRa5m9UZrdkgRGC9hY22P8_k,9C3XJHPG+95,"JHPG+95 Northwood, UK",United Kingdom,HA6 2HT,Northwood,England,Hertfordshire,,,,,,,
614,ChIJVVUVElgbdkgRukOuqtuWGOU,Ironmonger Row Baths,"1 Norman St, London EC1V 3AA, UK",51.5264628,-0.09462910000000001,Monday: 6:30?AM?�?9:30?PM; Tuesday: 6:30?AM?�?9:30?PM; Wednesday: 6:30?AM?�?9:30?PM; Thursday: 6:30?AM?�?9:30?PM; Friday: 6:30?AM?�?9:30?PM; Saturday: 9:00?AM?�?6:00?PM; Sunday: 9:00?AM?�?6:00?PM,https://www.better.org.uk/leisure-centre/london/islington/ironmonger-row-baths?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+44 20 3642 5520,4.2,706,"Public facility with a 30-meter swimming pool, a gym & a spa with steam rooms & saunas.",https://maps.google.com/?cid=16508110304332104634,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJVVUVElgbdkgRukOuqtuWGOU,9C3XGWG4+H4,"GWG4+H4 London, UK",United Kingdom,EC1V 3AA,London,England,Greater London,,,,,,,
615,ChIJiwCbepADdkgRhTEjqYRC8qw,Peckham Pulse Leisure Centre,"Peckham Pulse Health & Fitness Centre, 10 Melon Rd, London SE15 5QN, UK",51.47417739999999,-0.0704474,Monday: 6:30?AM?�?10:00?PM; Tuesday: 6:30?AM?�?10:00?PM; Wednesday: 6:30?AM?�?10:00?PM; Thursday: 6:30?AM?�?10:00?PM; Friday: 6:30?AM?�?10:00?PM; Saturday: 7:00?AM?�?6:00?PM; Sunday: 7:00?AM?�?10:00?PM,https://southwarkleisure.co.uk/centres/peckham-pulse-leisure-centre/,+44 20 7525 0486,4.2,679,"Family fitness centre with 25-metre and hydrotherapy pools, a gym, kids' soft play and a creche.",https://maps.google.com/?cid=12462096256428355973,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJiwCbepADdkgRhTEjqYRC8qw,9C3XFWFH+MR,"FWFH+MR London, UK",United Kingdom,SE15 5QN,London,England,Greater London,,,,,,,
616,ChIJyV5LXgMPdkgRl5Kl8sVW7BQ,Putney Leisure Centre,"Dryburgh Rd, London SW15 1BL, UK",51.4636562,-0.2286599,Monday: 6:30?AM?�?10:30?PM; Tuesday: 6:30?AM?�?10:30?PM; Wednesday: 6:30?AM?�?10:30?PM; Thursday: 6:30?AM?�?10:30?PM; Friday: 6:30?AM?�?10:30?PM; Saturday: 7:30?AM?�?5:30?PM; Sunday: 7:30?AM?�?7:30?PM,https://www.placesleisure.org/centres/putney-leisure-centre/?utm_source=gmb&utm_medium=button&y_source=1_Njc0OTcwMzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+44 20 8785 0388,3.7,792,"Member and walk-in leisure centre with group exercise classes, a gym and swimming pool",https://maps.google.com/?cid=1507675383441756823,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJyV5LXgMPdkgRl5Kl8sVW7BQ,9C3XFQ7C+FG,"FQ7C+FG London, UK",United Kingdom,SW15 1BL,London,England,Greater London,,,,,,,
617,ChIJMQRc5n6n2EcRf8Rf5obJo9s,Leytonstone Leisure Centre,"Cathall Rd, London E11 4LA, UK",51.5599727,0.004477,Monday: 6:30?AM?�?10:00?PM; Tuesday: 6:30?AM?�?10:00?PM; Wednesday: 6:30?AM?�?10:00?PM; Thursday: 6:30?AM?�?10:00?PM; Friday: 6:30?AM?�?10:00?PM; Saturday: 8:00?AM?�?5:00?PM; Sunday: 8:00?AM?�?5:00?PM,https://www.better.org.uk/leisure-centre/london/waltham-forest/leytonstone-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+44 20 8539 8343,4.1,503,,https://maps.google.com/?cid=15826715096737891455,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJMQRc5n6n2EcRf8Rf5obJo9s,9F32H253+XQ,"H253+XQ London, UK",United Kingdom,E11 4LA,London,England,Greater London,,,,,,,
618,ChIJIUrAKwgbdkgREWMrQAhjB-8,"Santander Cycles: The Tennis Courts, The Regent's Park","London NW1 4NS, UK",51.525367,-0.153463,,,,3.5,6,,https://maps.google.com/?cid=17223844186989224721,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJIUrAKwgbdkgREWMrQAhjB-8,9C3XGRGW+4J,"GRGW+4J London, UK",United Kingdom,NW1 4NS,London,England,Greater London,,,,,,,
619,ChIJ0ctT64MMdkgRN8lTZIFuyB4,Sport St Mary's,"Waldegrave Rd, Strawberry Hill, Twickenham TW1 4SX, UK",51.4348465,-0.3360573000000001,Monday: 6:30?AM?�?10:00?PM; Tuesday: 6:30?AM?�?10:00?PM; Wednesday: 6:30?AM?�?10:00?PM; Thursday: 6:30?AM?�?10:00?PM; Friday: 6:30?AM?�?10:00?PM; Saturday: 8:00?AM?�?8:00?PM; Sunday: 8:00?AM?�?8:00?PM,http://www.stmarys.ac.uk/sport/,+44 20 8240 4334,4.7,33,,https://maps.google.com/?cid=2218144318493018423,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ0ctT64MMdkgRN8lTZIFuyB4,9C3XCMM7+WH,"CMM7+WH Twickenham, UK",United Kingdom,TW1 4SX,Twickenham,England,Greater London,,,,,,,
620,ChIJ3aHLWX272EcR2obPUjd6Nlk,Oxygen Romford,"Spilsby Rd, Harold Hill, Romford RM3 8SB, UK",51.598819,0.224815,"Monday: 9:30?AM?�?1:30?PM, 3:30?�?7:00?PM; Tuesday: 9:30?AM?�?1:30?PM, 3:30?�?7:00?PM; Wednesday: 9:30?AM?�?1:30?PM, 3:30?�?7:00?PM; Thursday: 9:30?AM?�?1:30?PM, 3:30?�?7:00?PM; Friday: 9:30?AM?�?1:30?PM, 3:30?�?7:00?PM; Saturday: 9:00?AM?�?7:00?PM; Sunday: 9:00?AM?�?7:00?PM",https://oxygenactiveplay.co.uk/activity-parks/romford/?utm_source=google&utm_medium=seo&utm_campaign=gmb,+44 20 8050 1315,4.2,1074,,https://maps.google.com/?cid=6428459896149083866,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ3aHLWX272EcR2obPUjd6Nlk,9F32H6XF+GW,"H6XF+GW Romford, UK",United Kingdom,RM3 8SB,Romford,England,Greater London,,,,,,,
621,ChIJK2JVQIdtdkgR5DpNeDDCstc,Ruislip Running Club,"Kings College Rd, Ruislip HA4 7JZ, UK",51.58204869999999,-0.4199207,Monday: 6:00?�?8:00?PM; Tuesday: 6:00?�?8:00?PM; Wednesday: 6:00?�?8:00?PM; Thursday: 6:00?�?8:00?PM; Friday: 6:00?�?8:00?PM; Saturday: Closed; Sunday: 8:00?AM?�?12:00?PM,http://www.ruislip-rc.org.uk/,,4.8,13,,https://maps.google.com/?cid=15542698777441549028,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJK2JVQIdtdkgR5DpNeDDCstc,9C3XHHJJ+R2,"HHJJ+R2 Ruislip, UK",United Kingdom,HA4 7JZ,Ruislip,England,Greater London,,,,,,,
622,ChIJx6tadqSu2EcRahoIPQUh3CE,Burnt Ash (Bexley) HC - Hurstmere School Pitch,"Sidcup DA15 9AH, UK",51.4379812,0.1111427,,http://www.pitchero.com/clubs/burntashhc/,+44 1322 524159,4,1,,https://maps.google.com/?cid=2439861404510460522,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJx6tadqSu2EcRahoIPQUh3CE,9F32C4Q6+5F,"C4Q6+5F Sidcup, UK",United Kingdom,DA15 9AH,Sidcup,England,Greater London,,,,,,,
623,ChIJw_Kx3fIOdkgRqn-k2AQRhio,Shene Sports & Fitness Centre,"Park Ave, London SW14 8AT, UK",51.46279699999999,-0.260056,Monday: 6:30?AM?�?10:00?PM; Tuesday: 6:30?AM?�?10:00?PM; Wednesday: 6:30?AM?�?10:00?PM; Thursday: 6:30?AM?�?10:00?PM; Friday: 6:30?AM?�?9:00?PM; Saturday: 8:00?AM?�?7:00?PM; Sunday: 8:00?AM?�?7:00?PM,http://www.richmond.gov.uk/ssfc,+44 20 3772 2999,4.6,48,"Fitness centre with a multi-use sports hall, all-weather pitches, and pay-as-you-go fitness suite.",https://maps.google.com/?cid=3064155308984401834,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJw_Kx3fIOdkgRqn-k2AQRhio,9C3XFP7Q+4X,"FP7Q+4X London, UK",United Kingdom,SW14 8AT,London,England,Greater London,,,,,,,
624,ChIJ46LNix8DdkgRHdw8h4lON68,Seven Islands Leisure Centre,"100 Lower Rd, London SE16 2TU, UK",51.4958842,-0.0523796,,https://southwarkleisure.co.uk/centres/seven-islands-leisure-centre/,+44 333 005 0407,3.2,339,"Contemporary leisure centre featuring a swimming pool with lessons, a modern gym & more.",https://maps.google.com/?cid=12625646432942873629,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ46LNix8DdkgRHdw8h4lON68,9C3XFWWX+92,"FWWX+92 London, UK",United Kingdom,SE16 2TU,London,England,Greater London,,,,,,,
625,ChIJTWFzADFldkgRQ-NpvhP2t7c,Singh Sabha Slough Sports Centre,"Stoke Poges Ln, Slough SL1 3LW, UK",51.5261664,-0.5968968,Monday: 9:00?AM?�?10:00?PM; Tuesday: 9:00?AM?�?10:00?PM; Wednesday: 9:00?AM?�?10:00?PM; Thursday: 9:00?AM?�?10:00?PM; Friday: 9:00?AM?�?10:00?PM; Saturday: 9:00?AM?�?10:00?PM; Sunday: 9:00?AM?�?10:00?PM,https://singhsportscentre.org/,+44 1753 512322,4.3,190,,https://maps.google.com/?cid=13238320194338284355,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJTWFzADFldkgRQ-NpvhP2t7c,9C3XGCG3+F6,"GCG3+F6 Slough, UK",United Kingdom,SL1 3LW,Slough,England,Berkshire,,,,,,,
626,ChIJ1R7ZS3N9dkgRumGELLWOgQc,Braywick Leisure Centre,"Braywick Rd, Maidenhead SL6 1BN, UK",51.51088790000001,-0.7165288999999999,Monday: 6:00?AM?�?11:00?PM; Tuesday: 6:00?AM?�?11:00?PM; Wednesday: 6:00?AM?�?11:00?PM; Thursday: 6:00?AM?�?11:00?PM; Friday: 6:00?AM?�?11:00?PM; Saturday: 8:00?AM?�?10:00?PM; Sunday: 8:00?AM?�?10:00?PM,https://www.leisurefocus.org.uk/our-centres/braywick-leisure-centre/,+44 1628 685333,4.4,878,,https://maps.google.com/?cid=540870339048268218,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ1R7ZS3N9dkgRumGELLWOgQc,9C3XG76M+99,"G76M+99 Maidenhead, UK",United Kingdom,SL6 1BN,Maidenhead,England,Berkshire,,,,,,,
627,ChIJze2x2VMDdkgR8ojhj0yduVE,London Sport,"House of Sport, 190 Great Dover St, London SE1 4YB, UK",51.50039899999999,-0.09216099999999999,Monday: 9:00?AM?�?5:00?PM; Tuesday: 9:00?AM?�?5:00?PM; Wednesday: 9:00?AM?�?5:00?PM; Thursday: 9:00?AM?�?5:00?PM; Friday: 9:00?AM?�?5:00?PM; Saturday: Closed; Sunday: Closed,http://www.londonsport.org/,+44 20 3848 4630,4.1,11,,https://maps.google.com/?cid=5888910939920632050,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJze2x2VMDdkgR8ojhj0yduVE,9C3XGW25+54,"GW25+54 London, UK",United Kingdom,SE1 4YB,London,England,Greater London,,,,,,,
628,ChIJ_6K8wVgDdkgR2rYq-ouvb50,Disability Sports Clubs,"190 Great Dover St, Greater, London SE1 4YB, UK",51.5003993,-0.09215999999999999,,https://pulsesocial.co.uk/contact-us,+44 20 8191 8507,,,,https://maps.google.com/?cid=11344479002101987034,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ_6K8wVgDdkgR2rYq-ouvb50,9C3XGW25+54,"GW25+54 London, UK",United Kingdom,SE1 4YB,London,England,Greater London,,,,,,,
629,ChIJha2Vr8x2dkgRF2fXDTFgqRM,Spelthorne Leisure Centre,"Knowle Grn, Staines-upon-Thames, Staines TW18 1AJ, UK",51.4300967,-0.5017377,,https://www.everyoneactive.com/centre/spelthorne-leisure-centre/,+44 1784 493493,3.9,493,"Large recreation center featuring a gym, 2 pools, fitness classes & a sports courts, plus childcare.",https://maps.google.com/?cid=1416769321586616087,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJha2Vr8x2dkgRF2fXDTFgqRM,9C3XCFJX+28,"CFJX+28 Staines, UK",United Kingdom,TW18 1AJ,Staines,England,Surrey,,,,,,,
630,ChIJZyhujIpldkgRoMmJ40HdrO0,Stoke Park Active,"225-227 Northern Rd, Slough SL2 1LU, UK",51.52813150000001,-0.5995937,Monday: Closed; Tuesday: 10:00?AM?�?4:00?PM; Wednesday: 10:00?AM?�?2:00?PM; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,,+44 7766 887521,5,1,,https://maps.google.com/?cid=17126306758043224480,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJZyhujIpldkgRoMmJ40HdrO0,9C3XGCH2+75,"GCH2+75 Slough, UK",United Kingdom,SL2 1LU,Slough,England,Berkshire,,,,,,,
631,ChIJlfSUPPf-dUgRu6vhh4WHQLY,Splash Swimming Club,"Grange School, School Bungalow, 89 Bluehouse Ln, Limpsfield, Oxted RH8 0RZ, UK",51.26495269999999,0.0104633,Monday: Closed; Tuesday: 4:30?�?7:30?PM; Wednesday: 4:30?�?7:30?PM; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,http://www.splashswimming.co.uk/,+44 1342 316232,,,,https://maps.google.com/?cid=13132645520992480187,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJlfSUPPf-dUgRu6vhh4WHQLY,9F327276+X5,"7276+X5 Oxted, UK",United Kingdom,RH8 0RZ,Oxted,England,Surrey,,,,,,,
632,ChIJfylVJIr9dUgRScIf2heYb_o,"Thomas More Catholic School, Purley","Russell Hill Road, Purley CR8 2XP, UK",51.3434678,-0.1195383,Monday: 8:00?AM?�?4:00?PM; Tuesday: 8:00?AM?�?4:00?PM; Wednesday: 8:00?AM?�?4:00?PM; Thursday: 8:00?AM?�?4:00?PM; Friday: 8:00?AM?�?4:00?PM; Saturday: Closed; Sunday: Closed,http://www.tmore.org.uk/,+44 20 8668 6251,,,,https://maps.google.com/?cid=18045809460108051017,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJfylVJIr9dUgRScIf2heYb_o,9C3X8VVJ+95,"8VVJ+95 Purley, UK",United Kingdom,CR8 2XP,Purley,England,Greater London,,,,,,,
633,ChIJj61fTiH8dUgReii3JxoO-6c,Saturn V Sn Ltd,"The Rebound Hall, 1 William Rd, Caterham CR3 5NN, UK",51.2890362,-0.0985495,,http://www.saturnv.co.uk/,+44 1342 323530,4.4,26,,https://maps.google.com/?cid=12104283928986593402,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJj61fTiH8dUgReii3JxoO-6c,9C3X7WQ2+JH,"7WQ2+JH Caterham, UK",United Kingdom,CR3 5NN,Caterham,England,Surrey,,,,,,,
634,ChIJecUJs80HdkgRz-l70EvENTI,David Weir Leisure Centre,"Middleton Rd, Carshalton SM5 1SL, UK",51.38414059999999,-0.1813958,Monday: 7:00?AM?�?10:00?PM; Tuesday: 7:00?AM?�?10:00?PM; Wednesday: 7:00?AM?�?10:00?PM; Thursday: 7:00?AM?�?10:00?PM; Friday: 7:00?AM?�?10:00?PM; Saturday: 8:00?AM?�?6:00?PM; Sunday: 8:00?AM?�?6:00?PM,https://www.everyoneactive.com/centre/david-weir-leisure-centre/,+44 20 8641 9480,4.2,375,,https://maps.google.com/?cid=3618013705561434575,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJecUJs80HdkgRz-l70EvENTI,9C3X9RM9+MC,"9RM9+MC Carshalton, UK",United Kingdom,SM5 1SL,Carshalton,England,Greater London,,,,,,,
635,ChIJX2K8ZNMHdkgR2FllXE21RSQ,Sutton & District Athletics Club,"Middleton Rd, Carshalton SM5 1SL, UK",51.3869317,-0.1809026,Monday: Closed; Tuesday: 6:00?�?9:00?PM; Wednesday: Closed; Thursday: 6:00?�?9:00?PM; Friday: Closed; Saturday: Closed; Sunday: 9:00?AM?�?12:00?PM,http://suttondistrictac.co.uk/,+44 20 8641 9480,4.7,3,,https://maps.google.com/?cid=2613694502625696216,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJX2K8ZNMHdkgR2FllXE21RSQ,9C3X9RP9+QJ,"9RP9+QJ Carshalton, UK",United Kingdom,SM5 1SL,Carshalton,England,Greater London,,,,,,,
636,ChIJo7rfSATndUgR81rcyREg8rg,Aquababies Surrey,"St John's C of E Primary School, Goodwyns Rd, Dorking RH4 2LR, UK",51.2162035,-0.3277215,Monday: Closed; Tuesday: Closed; Wednesday: 9:30?AM?�?12:00?PM; Thursday: Closed; Friday: Closed; Saturday: 12:00?�?6:00?PM; Sunday: Closed,https://www.aquababiessurrey.com/,+44 7766 242572,5,28,,https://maps.google.com/?cid=13326749508115913459,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJo7rfSATndUgR81rcyREg8rg,9C3X6M8C+FW,"6M8C+FW Dorking, UK",United Kingdom,RH4 2LR,Dorking,England,Surrey,,,,,,,
637,ChIJi7PSfpkadkgRZCaVTn0V3Ig,Swiss Cottage Leisure Centre,"4a Adelaide Rd, London NW3 3NF, UK",51.5422455,-0.1727148,Monday: 6:00?AM?�?10:00?PM; Tuesday: 6:00?AM?�?10:00?PM; Wednesday: 6:00?AM?�?10:00?PM; Thursday: 6:00?AM?�?10:00?PM; Friday: 6:00?AM?�?10:00?PM; Saturday: 8:00?AM?�?8:00?PM; Sunday: 8:00?AM?�?8:00?PM,https://www.better.org.uk/leisure-centre/london/camden/swiss-cottage-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+44 20 3649 4330,4,1202,"Centre with 25m pool, gym, full spa, climbing wall, sports hall, squash courts and outdoor football.",https://maps.google.com/?cid=9861780911968036452,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJi7PSfpkadkgRZCaVTn0V3Ig,9C3XGRRG+VW,"GRRG+VW London, UK",United Kingdom,NW3 3NF,London,England,Greater London,,,,,,,
638,ChIJcyEkVn4LdkgRJxMbzzJQWLI,Teddington Pool & Fitness Centre,"Vicarage Rd, Teddington TW11 8EZ, UK",51.4281731,-0.3316745,Monday: 6:30?AM?�?10:00?PM; Tuesday: 6:30?AM?�?10:00?PM; Wednesday: 6:30?AM?�?10:00?PM; Thursday: 6:30?AM?�?10:00?PM; Friday: 6:30?AM?�?9:00?PM; Saturday: 8:00?AM?�?8:00?PM; Sunday: 8:00?AM?�?8:00?PM,https://www.better.org.uk/leisure-centre/london/richmond-upon-thames/teddington-pools-and-fitness-centre,+44 20 3772 2999,4.2,413,"Public facility with 2 indoor swimming pools, plus a gym with exercise equipment & group classes.",https://maps.google.com/?cid=12851109715854955303,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJcyEkVn4LdkgRJxMbzzJQWLI,9C3XCMH9+78,"CMH9+78 Teddington, UK",United Kingdom,TW11 8EZ,Teddington,England,Greater London,,,,,,,
639,ChIJKeY6qlIddkgRv85hYhad_ZE,Tower Hamlets Youth Sport Foundation,"Byron St, London E14 0RZ, UK",51.5153534,-0.0116474,,,+44 20 7987 4811,3,1,,https://maps.google.com/?cid=10519737024072765119,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJKeY6qlIddkgRv85hYhad_ZE,9C3XGX8Q+48,"GX8Q+48 London, UK",United Kingdom,E14 0RZ,London,England,Greater London,,,,,,,
