sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_types,gmaps_business_status,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_utc_offset_minutes,gmaps_photo_reference_1,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,postcode_norm,gmaps_postcode_norm,likely_match,description_short,Description,city,region,local_authority,service_area,age_range,conditions_supported,specific_services,physical_access,organization_type,status,last_verified,llm_error
896,176,"Richmond- SENDIASS 
(Special Educational Needs and Disabilities Information Advice and Support Service)",20 Windham Road,51.4689653,-0.289691199999993,,https://www.kids.org.uk/richmond-and-kingston-sendiass,0208 831 6179,,,,,,,,,,,,,TW9 2HP,,,,,,,"Free, confidential and impartial service for parents and carers, children and young people (up to 25 years).
-Information regarding the local offer, local policy and SEN/ disability law.
-Advice for parent/carers, children and young people on gathering, understanding and interpreting information.
-Individual casework and representation where needed.","Richmond and Kingston Special Educational Needs and Disabilities Information Advice and Support Service or SENDIASS is a free, confidential and impartial service for parents and carers, children and young people (up to 25 years).
Richmond,
London,
TW92HP
Tel: 0208 831 6179
email: RichmondKingston@kids.org.uk
https://www.kids.org.uk/richmond-and-kingston-sendiass
The type and range of support offered includes:
-Information regarding the local offer, local policy and SEN/ disability law from independently trained staff.
-Advice for parent/carers, children and young people on gathering, understanding and interpreting information and applying it to their own situation.
-Personalisation of personal budgets
Information on the local authority’s processes for resolving disagreements, its complaints procedures and means of redress.
-Signposting children, young people and parents to alternative and additional sources of local and national information, advice and support.
Individual casework and representation where needed including support in attending meetings, contributing to assessments and reviews and participating in decisions about outcomes for the child or young person.
-Support for parents and young people in managing mediation and appeals to the SEND Tribunal., 20 Windham Road,",,,,,,,,,,,,
897,177,"Slough- Autistic adults social group
Hidden Pearls","Earl of Cornwall pub,
Cippenham Lane,
Slough
Berkshire SL1 2XN",51.511884,-0.62212999999997,,http://www.autismberkshire.org.uk/2019/06/18/hidden-pearls-group-slough/,,,,,,,,,,,,,,SL1 2XN,,,,,,,"Weekly group called Hidden Pearls aimed at adults aged 18+ with a diagnosis of Asperger’s or high-functioning autism, who live in the Borough of Slough.
-Hidden Pearls will meet fortnightly on Tuesday evenings from 7pm to 9pm at the Earl of Cornwall pub, in Cippenham Lane, Cippenham.","We are working with members of a small group that has been meeting informally for some time, to give it a more formal structure and to increase the number of people taking part.
Hidden Pearls is aimed at adults aged 18+ with a diagnosis of Asperger’s or high-functioning autism, who live in the Borough of Slough.
Hidden Pearls will meet fortnightly on Tuesday evenings from 7pm to 9pm at the Earl of Cornwall pub, in Cippenham Lane, Cippenham.
http://www.autismberkshire.org.uk/2019/06/18/hidden-pearls-group-slough/
Address
Earl of Cornwall pub
Cippenham Lane
Slough
Berkshire SL1 2XN, Autism Berkshire’s newest social group for autistic adults, called Hidden Pearls, is now up and running in Slough.",,,,,,,,,,,,
898,178,Slough -Maidenhead Autism Support Group,"Bargeman Road,
Maidenhead",51.5122526,-0.731140299999993,,,01189 594 594,,,,,,,,,,,,,,,,,,,,"Weekly group called Maidenhead ASC Support Group for local parents and carers to meet and share experiences and support.
-Group meetings are free and informal.
-Tea, coffee and biscuits are provided.
-For more details, email contact@autismberkshire.org.uk","Maidenhead ASC Support Group
Larchfield Children’s Centre
Group meetings provide a chance for local parents and carers to meet and share experiences and support. They are free, very informal and tea, coffee and biscuits are provided. For more details, email contact@autismberkshire.org.uk or call 01189 594 594., Bargeman Road, - Maidenhead,",,,,,,,,,,,,
899,179,"South Bucks
 Rainbow Social Club
Bourne End
Westfield School","Westfield School,
Highfield Road,
Bourne End,
SL8 5BE",51.5795188,-0.708991100000048,,,,,,,,,,,,,,,,SL8 5BE,,,,,,,"Club to enhance social interactions and well-being for children with autism. Meets at Westfield School on Monday evenings 5.00-6.45pm, term time only.
Suitable for children on the autism spectrum and their siblings; up to the age of 11.
Activities include board games, arts & crafts, toys and more.
An opportunity to meet other parents and have a coffee.","This is a club that aims to enhance social interactions and well-being for children with autism. Meets at Westfield School on Monday evenings 5.00-6.45pm, term time only.
Suitable for children on the autism spectrum and their siblings; up to the age of 11.
We pride ourselves on offering a friendly environment for children and their families.
We aim to offer a wide variety of activities to promote positive interactions, self-esteem and well-being.
Activities include board games, arts & crafts, toys including trains sets, PE equipment in hall and many more things.
An opportunity to meet other parents and have a coffee.
Suggested voluntary donation of £4.00 per family includes a drink and a snack.
For more information, or to come along to the club, please contact:
Heather Wildsmith: Heather.Wildsmith@nas.org.uk
Westfield School,
Highfield Road,
Bourne End,
SL8 5BE, NAS South Bucks Rainbow Club.",,,,,,,,,,,,
900,180,"Family Voice Southend 
Parent Carer Forum","Lighthouse CDC
Snakes Lane
Southend-on-Sea
SS2 6XT",51.5652934,0.6676567,,https://family-voice-southend.co.uk/,07444 860223,,,,,,,,,,,,,SS2 6XT,,,,,,,"A service to represent you to providers of services in Southend for children and young people with SEND.
-A service to represent you to providers of services in Southend for children and young people with SEND.","Our aim is to represent you to the providers of services in Southend for children and young people with SEND.
https://family-voice-southend.co.uk/
Family voice-southend
Lighthouse CDC Snakes Lane
Southend-on-Sea
SS2 6XT
07444 860223 or 07444 860232
email: familyvoicesouthend@btconnect.com, Family Voice Southend is made up of Parents who know how complex and difficult life can be as a family with a child or young person with a disability of any kind we are just like you, and we are here to help.",,,,,,,,,,,,
901,181,Southwark ADHD,"Dulwich Wood Children’s Centre,
Lyall Avenue,
Dulwich SE21 8QS,

The Plough Pub,
Opposite Dulwich Library,
Lordship Lane East Dulwich SE22 8JJ",51.4299744,-0.0793447,,www.facebook.com/southwarkadhd,,,,,,,,,,,,,,SE21 8QS,,,,,,,"Monthly parent/carer support group for ADHD families.
-Friendly chat and experience sharing.
-Tips and advice provided.
-Located in Dulwich Wood Children’s Centre and The Plough Pub.","MONTHLY PARENT/CARER SUPPORT GROUP
Come along and meet other ADHD parents and carers for a friendly chat, share experiences and even get a few tips. We will be in the Maple Room.
We also meet every two months in the evening at:The Plough Pub (Opposite Dulwich Library)
Lordship Lane East Dulwich SE22 8JJTuesday 1st March 8pm -10pm Tuesday 3rd May 8pm – 10pm
We will be in the conservatory area and whether you live in Southwark or not, you will be warmly welcomed.
Contact Maria for more information: southwarkadhd@gmail.com or to be added to our mailing list
Or follow us on facebook: www.facebook.com/southwarkadhd, Run by Parents, For Parents!Dulwich Wood Children’s CentreLyall Avenue Dulwich SE21 8QS",,,,,,,,,,,,
902,182,Southwark Parent Carer Council (PCC),"PO Box 36,
219 Walworth Rd,
Elephant & Castle,
London, SE17 1RL",51.4887075,-0.0956482000000278,,,07534 243045,,,,,,,,,,,,,SE17 1RL,,,,,,,"Parent carer forum for Southwark - and we want to achieve the best local services for children and young people aged 0-25 with disabilities/additional needs and their families.
-Focus on children and young people aged 0-25 with disabilities/additional needs.
-Working to achieve the best local services.","email: info@southwarkpcc.org.uk
Francesca (administrator): 07534 243045. Monday-Thursday 10am – 12pm , Thursday 4-6pm
Sandra (chair): 077102 57475. Wednesday only, 10am-1pm.
Post: PO Box 36, 219 Walworth Rd,
Elephant & Castle,
London, SE17 1RL, We are the parent carer forum for Southwark - and we want to achieve the best local services for children and young people aged 0-25 with disabilities/additional needs and their families.",,,,,,,,,,,,
903,183,"Southwark Resources For Autism
Sunday play club","177 Abbey Street,
Southwark,
London SE1 2AN",51.4980864,-0.0719606000000113,,www.resourcesforautism.org.uk,020 8458 3259,,,,,,,,,,,,,SE1 2AN,,,,,,,"The club runs from 12.30pm - 4.30pm every Sunday in term time.
•Art •Drama •Cookery •Music •Games
Outings to places our young people choose such as •Theatres •Swimming •Local Sports Centres
Places are allocated by first come first served. One to one support available as necessary. Transport is NOT included.","Beormund Community Centre
177 Abbey Street
Southwark
London SE1 2AN
The club runs from 12.30pm - 4.30pm every Sunday in term time.
The activities will include Indoor chill out and getting to know you sessions:
•Art •Drama •Cookery •Music •Games
Outings to places our young people choose such as •Theatres •Swimming •Local Sports Centres
Places are allocated by first come first served. One to one support available as necessary. Transport is NOT included.
Application is easy via www.resourcesforautism.org.uk and click
on the referral form box or telephone 020 8458 3259 for a hard copy or help completing the form.
Please email or call Catherine if you would like more information
Catherine Ely: 020 8458 3259
Catherine@resourcesforautism.org.uk
There is a charge for this service. Subsidised places are available for those on low income., As well as our family support work, we are running an autism specific play club for young people aged 8-13 with a diagnosis of Autism at:",,,,,,,,,,,,
904,184,Voices For Autism - Southwark,,51.5062457,-0.105248999999958,,http://www.voicesforautism.co.uk/,,,,,,,,,,,,,,,,,,,,,"Support network for parents/carers of young people with Autism in London.
-Monthly coffee mornings hosted in London.
-More events to come.","http://www.voicesforautism.co.uk/
https://www.facebook.com/voicesforautism.co.uk/, Voices for Autism is a support network for parents/carers of young people with Autism in London. We host monthly coffee mornings in London and more to come.",,,,,,,,,,,,
905,185,Stevenage- Space Group,,51.8924941,-0.175967700000001,,http://www.spaceherts.org.uk/stevenage.htm,07776 181 749,,,,,,,,,,,,,,,,,,,,"Weekly group called Connect set up by Natasha of Dream Box Education. Natasha is an SEN teacher who now works directly with families in their homes.
-Specially designed play for children with additional needs.
-Advice about how to engage your child and encourage communication.
-For people in NE London, West Essex and Herts borders...","The Stevenage Group is supported by Stevenage Community Trust.
We meet up several times a month in term time and have either a speaker or a coffee & chat session. Our meetings are held in Bishops Stortford, Cheshunt, Hatfield, Hertford, Hoddesdon, St Albans, Stevenage, Ware and Welwyn.We also organise and host workshops run by various organisations and arrange social events.
We work closely with Andrews Lane Primary Support Base, Behaviour Specialists, County councillors, DSPL 3,4,5 & 7, Local Authority services, NHS and other relevant private services.
Contact information:-
email: spaceherts@gmail.com
http://www.spaceherts.org.uk/stevenage.htm
Tel: Clare Brillus on 07776 181 749 (Bishops Stortford, Cheshunt & Stevenage)
Tel: Nicky Chaperlin on 07814 946624 (Hertford, Hoddesdon & Ware)
Tel: Karen Spencer on 07989 472865 (Hatfield, St Albans & Welwyn), Welcome to S P A C E.Space is a Hertfordshire based charity supporting parent/carers of children and young people on the Autistic Spectrum, with Attention Deficit Hyperactivity Disorder (ADHD) or a related condition.",,,,,,,,,,,,
